path,probe_status,bytes,width,height,avg_frame_rate,r_frame_rate,time_base,codec_name,nb_frames,duration,start_time,format_duration,format_name,avg_fps,r_fps,fps,sha256,format_kind,directory,filename
/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,OK,53781321,1280,720,90247500/1505629,60000/1001,1/90000,h264,8022,130.029000,0.000000,130.029000,"mov,mp4,m4a,3gp,3g2,mj2",59.940064916390426,59.94005994005994,59.940064916390426,b759425f9be982b2a38e48b165364e1c159031e2aec312f7ce9640424241b882,720p60,/workspace/data/footage_corpus,ncaa_basketball__IpR4pT8iN0Y_s3603.mp4
/workspace/data/footage_corpus/ncaa_basketball__IpR4pT8iN0Y_s90.mp4,OK,53555283,1280,720,22066875/368149,60000/1001,1/90000,h264,7846,130.087000,0.000000,130.087000,"mov,mp4,m4a,3gp,3g2,mj2",59.940065028018545,59.94005994005994,59.940065028018545,dd151d31a85857e0933192d1a032670f74c2b72f5753f4f4f82190ef82568594,720p60,/workspace/data/footage_corpus,ncaa_basketball__IpR4pT8iN0Y_s90.mp4
/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s1474.mp4,OK,56938793,1280,720,718650000/11989477,60000/1001,1/90000,h264,7985,130.019000,0.000000,130.019000,"mov,mp4,m4a,3gp,3g2,mj2",59.94006243975446,59.94005994005994,59.94006243975446,4c74ce17817b717b4daa4b06b745f47b1c3ac745799a586c20bf074168caf7d1,720p60,/workspace/data/footage_corpus,ncaa_basketball__KZK9rv9TnGE_s1474.mp4
/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s2858.mp4,OK,56773280,1280,720,178875000/2984231,60000/1001,1/90000,h264,7950,130.051000,0.000000,130.051000,"mov,mp4,m4a,3gp,3g2,mj2",59.940064961459086,59.94005994005994,59.940064961459086,c8cdc0843e0dc1fe9017db43d681a45712444f6f53debb7a73c82bc2439c332f,720p60,/workspace/data/footage_corpus,ncaa_basketball__KZK9rv9TnGE_s2858.mp4
/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s4242.mp4,OK,57308946,1280,720,178087500/2971093,60000/1001,1/90000,h264,7915,130.018000,0.000000,130.018000,"mov,mp4,m4a,3gp,3g2,mj2",59.94006246186168,59.94005994005994,59.94006246186168,89f5a7ef57147b8f06215865b7c502a0334f39dd7e52519815af4b407d3f1060,720p60,/workspace/data/footage_corpus,ncaa_basketball__KZK9rv9TnGE_s4242.mp4
/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s5626.mp4,OK,33004654,1280,720,709200000/11831819,60000/1001,1/90000,h264,7880,130.034000,0.000000,130.034000,"mov,mp4,m4a,3gp,3g2,mj2",59.940065006065424,59.94005994005994,59.940065006065424,3fe02b84fc6967e81c48d897f3bbea6370998bb99a8707dcc6d07cce9db938bd,720p60,/workspace/data/footage_corpus,ncaa_basketball__KZK9rv9TnGE_s5626.mp4
/workspace/data/footage_corpus/ncaa_basketball__KZK9rv9TnGE_s7010.mp4,OK,56448407,1280,720,22066875/368149,60000/1001,1/90000,h264,7846,130.033000,0.000000,130.033000,"mov,mp4,m4a,3gp,3g2,mj2",59.940065028018545,59.94005994005994,59.940065028018545,ff08f42fc407650ced673a86a2a45ce5fba92cacdfb39a428f7779a9d81f92cd,720p60,/workspace/data/footage_corpus,ncaa_basketball__KZK9rv9TnGE_s7010.mp4
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s1331.mp4,OK,71255359,1920,1080,30/1,30/1,1/90000,h264,3976,130.034000,0.000000,130.034000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,50c101c60ab17142c2952c0ccf5a84eb1f892c12cbdde497ea212612d0ba823e,1080p30,/workspace/data/footage_corpus,wnba__3eeaJz1PJTM_s1331.mp4
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s2572.mp4,OK,70877597,1920,1080,30/1,30/1,1/90000,h264,4028,130.066000,0.000000,130.066000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1080p30,/workspace/data/footage_corpus,wnba__3eeaJz1PJTM_s2572.mp4
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s3813.mp4,OK,67932625,1920,1080,30/1,30/1,1/90000,h264,3924,130.100000,0.000000,130.100000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,3a5c08bd887cea3503f9b777920ca1ef3817e931e2093a9a56a099708ff35ea6,1080p30,/workspace/data/footage_corpus,wnba__3eeaJz1PJTM_s3813.mp4
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s5054.mp4,OK,67115625,1920,1080,30/1,30/1,1/90000,h264,3910,130.034000,0.000000,130.034000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,f74fb1d98f8f624981d3a3fa14213a74b5d9763bc73fb3d2207ba010dead8eee,1080p30,/workspace/data/footage_corpus,wnba__3eeaJz1PJTM_s5054.mp4
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s6295.mp4,OK,63899908,1920,1080,30/1,30/1,1/90000,h264,3916,130.034000,0.000000,130.034000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,2c1e70f510d0fc55e0b0b4cccaf4c14a6e3aec1fe20ef5d62bb1f74859776b33,1080p30,/workspace/data/footage_corpus,wnba__3eeaJz1PJTM_s6295.mp4
/workspace/data/footage_corpus/wnba__3eeaJz1PJTM_s90.mp4,OK,68766082,1920,1080,30/1,30/1,1/90000,h264,4007,130.033000,0.000000,130.033000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,049a0328fc4000ff937c6ae9f43540110e7f6564555e70287718efb85a34e48f,1080p30,/workspace/data/footage_corpus,wnba__3eeaJz1PJTM_s90.mp4
/workspace/data/footage_corpus/wnba__5zMtHtfCzpI_s1650.mp4,OK,53936551,1920,1080,30/1,30/1,1/90000,h264,3920,130.066000,0.000000,130.066000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,3ef212993379b957666d9016862604add9a76c1e0f09ebc09af943a6d824d142,1080p30,/workspace/data/footage_corpus,wnba__5zMtHtfCzpI_s1650.mp4
/workspace/data/footage_corpus/wnba__5zMtHtfCzpI_s3210.mp4,OK,47808217,1920,1080,30/1,30/1,1/90000,h264,4051,130.034000,0.000000,130.034000,"mov,mp4,m4a,3gp,3g2,mj2",30.0,30.0,30.0,3e55e506a5976954bd1b7940ba52dfda8719331d527699c409e0bea8bdea6350,1080p30,/workspace/data/footage_corpus,wnba__5zMtHtfCzpI_s3210.mp4
/workspace/data/footage_corpus/wnba__5zMtHtfCzpI_s90.mp4,OK,48692091,1920,1080,110640/3953,30/1,1/90000,h264,3688,130.033000,0.000000,130.033000,"mov,mp4,m4a,3gp,3g2,mj2",27.988869213255754,30.0,27.988869213255754,9cab4f2d41f0ebce627f3fee6448091abed99f1c2ee421cdab03aa5ecb4d9513,OTHER,/workspace/data/footage_corpus,wnba__5zMtHtfCzpI_s90.mp4
